Country	Number groups	Revenue	P/L before tax	Income tax paid	Income tax accrued	capital	accum_earnings	Number employees	Tangible assets	ISO2	Income tax as % of pretax profits	Sales share %	Employment share %	Profit total (M)	Sales total (M)	Employment (th)	Subject Descriptor	Units	Scale	Country/Series-specific Notes	GDP_USD	Estimates Start After	Reg	Inc	Year	ISO	TotTax (X)	CIT (AK)	CITnr (AM)	TTxsc (Y)	GDP_LCU	number_datapoints	CIT	TotTax (X) USD	CIT (AK) USD	CITnr (AM) USD	TTxsc (Y) USD	routine	residual	reallocation_residual_1	reallocation_residual_2	new_profits_1	new_profits_2	gains_1	gains_2	routine_nonhaven	new_profits_3	new_profits_4	gains_3	gains_4	new_profits_5	new_profits_6	gains_5	gains_6	gains_1_tax	gains_1_%tot_tax	gains_1_%cit	gains_2_tax	gains_2_%tot_tax	gains_2_%cit	gains_3_tax	gains_3_%tot_tax	gains_3_%cit	gains_4_tax	gains_4_%tot_tax	gains_4_%cit	gains_5_tax	gains_5_%tot_tax	gains_5_%cit	gains_6_tax	gains_6_%tot_tax	gains_6_%cit
Macau	55.0	9802667938.0	1528014481.0	7907371.0	7570485.0	2712981647.0	3821775009.0	29073.0	8835830654.0	MO	0.5174931977624366						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	45368000000.0	2016.0	East Asia & Pacific	Tax haven	1980.0	MAC	0.28158874748761675	0.013826089935681015	0.013826089935681015	0.28158874748761675	5001.0	5.0	0.119999997	12775118296.018196	627262048.2019763	627262048.2019763	12775118296.018196	662687299.05	865327181.95	575145492.1327385	791035112.9204327	1237832791.1827383	1453722411.9704328	-290181689.8172617	-74292069.02956724	0.0	207603976.98469153	285531291.8612172	-1320410504.0153084	-1242483189.1387827	856115865.2401205	1177471995.1676102	-671898615.7598795	-350542485.83238983	-34821801.90752634	-0.002725751816981589	-0.05551396263705378	-8915048.060671862	-0.0006978446581939317	-0.01421263742358799	-158449256.5206055	-0.012402958066540303	-0.25260456451142627	-149097978.96920437	-0.011670966601982533	-0.23769647692951976	-80627831.87548968	-0.0063113178294889145	-0.12853931161084337	-42065097.24825932	-0.003292736417272187	-0.06706144165558459
Malaysia	379.0	39254922307.0	3113577744.0	451198617.0	497610547.0	12491658943.0	13612195844.0	147613.0	17430463906.0	MY	14.491323297434258						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	296536000000.0	2017.0	East Asia & Pacific	Upper-Middle Income	1980.0	MYS	0.13756324023980115	0.05852601907361375		0.13756324023980115	57430.0	4.0	0.243999997	40792453007.74967	17355071592.013126		40792453007.74967	1307284792.95	1806292951.05	2303178252.256323	3707829980.4751105	3610463045.2063227	5015114773.425111	496885301.20632267	1901537029.4251108	3113577744.0	3944930804.075295	4451952573.428464	831353060.075295	1338374829.428464	3428328082.5533776	5519180999.101181	314750338.5533776	2405603255.101181	121240012.00368683	0.0029721186902061	0.0069858549047692765	463975029.47511595	0.011374040913572196	0.026734261913885688	202850144.16431278	0.004972737092465994	0.011688234363588868	326563454.3654207	0.008005487051817669	0.01881660082092122	76799081.66277312	0.0018826786819655826	0.004425166514329815	586967187.0278784	0.01438911229281474	0.03382107552342239
New Zealand	329.0	11765552298.0	910874325.0	252283095.0	241411875.0	5325868588.0	2181575894.0	26473.0	2950381362.0	NZ	27.69680603303864						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	185380000000.0	2017.0	East Asia & Pacific	High Income	1980.0	NZL	0.3283002129169624	0.04841376863023422	0.04841376863023422	0.3283002129169624	23117.0	5.0	0.280000001	60860293470.546486	8974944428.67282	8974944428.67282	60860293470.546486	221278602.15	689595722.85	690312515.8830289	803593957.4471595	911591118.0330288	1024872559.5971595	716793.033028841	113998234.5971595	910874325.0	1160048882.7770255	1200938845.5933294	249174557.77702546	290064520.5933294	1027544342.962335	1196166092.9141564	116670017.96233499	285291767.91415644	200702.04996486852	3.2977502821605494e-06	2.236248386381904e-05	31919505.801202897	0.0005244717693753881	0.0035565129182558108	69768876.42674169	0.0011463775878850558	0.007773739100138233	81218066.05619676	0.0013345000726212811	0.009049422723635403	32667605.146123815	0.0005367638452472037	0.0036398671218240155	79881695.30125557	0.0013125420655408857	0.008900522553215204
Oman	43.0	2066175218.0	-382713894.0	174030150.0	168286982.0	453406368.0	3236188326.0	5907.0	2345015932.0	OM	-45.47265012542241						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	66824000000.0	2015.0	Middle East & North Africa	High Income	1980.0	OMN	0.02528636978839996	0.013012907272307134		0.02528636978839996	2191.0	4.0	0.12599999879999998	1689736374.7400389	869574515.564652		1689736374.7400389	175876194.9	-558590088.9	121227340.3633759	162906250.96134442	297103535.2633759	338782445.86134446	679817429.2633759	721496339.8613445	-382713894.0	-338955787.0114725	-323911406.56359327	43758106.98852748	58802487.43640673	180449383.3396812	242489296.88665268	563163277.3396811	625203190.8866527	85656995.27140443	0.05069252017764162	0.09850449126350451	90908537.95673378	0.053800426691246316	0.10454370077497381	5513521.428044733	0.0032629477062023787	0.006340481844117255	7409113.346424262	0.004384774724142476	0.00852038924072333	70958572.26900388	0.041993871546927346	0.08160148555288266	78775601.3014744	0.046620054157024235	0.09059097281654124
Pakistan	65.0	2231538611.0	428443080.0	161495874.0	103295711.0	346491413.0	762208104.0	9957.0	718431512.0	PK	37.693659097026384						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	278913000000.0	2016.0	South Asia	Lower-Middle Income	1980.0	PAK	0.09988356618440963			0.09988356618440963	306285.0	3.0	0.3300000012	27858825095.192245			27858825095.192245	53882363.4	374560716.6	130929598.01907375	237891957.7742295	184811961.41907376	291774321.1742295	-243631118.58092624	-136668758.8257705	428443080.0	475703304.80498457	514312337.7828745	47260224.80498457	85869257.78287452	194891392.92040372	354107059.9516184	-233551687.07959628	-74336020.04838163	-80398269.424063	-0.002885917448038316		-45100690.57650678	-0.001618901386630625		15595874.242357178	0.000559818089566478		28336855.171391703	0.00101715901781809		-77072057.0165288	-0.002766522161404056		-24530886.70516916	-0.0008805427587613016	
Papua-New Guinea	27.0	1444596292.0	158402548.0	28320479.0	15942236.0	2899122476.0	-977851661.0	960.0	5855905174.0	PG	17.878802681886153						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	22568000000.0	2015.0	East Asia & Pacific	Lower-Middle Income	1980.0	PNG	0.13938857160309073			0.13938857160309073	2788.0	3.0	0.300000012	3145721283.9385514			3145721283.9385514	439192888.05	-280790340.05	84757848.63370419	59003416.87626808	523950736.6837042	498196304.9262681	365548188.6837042	339793756.9262681	158402548.0	188996661.48557085	179700365.97259027	30594113.485570848	21297817.972590268	126163796.65927736	87827796.58732271	-32238751.340722635	-70574751.41267729	109664460.99168952	0.03486146771858498		101938131.1554055	0.03240532836646464		9178234.412800616	0.002917688372349743		6389345.647350895	0.002031122617243195		-9671625.789081806	-0.0030745336017094934		-21172426.2707002	-0.006730547419697525	
Philippines	255.0	18551669398.0	1929071577.0	441498828.0	430522034.0	3296717049.0	4913569063.0	235692.0	6525530912.0	PH	22.88659649874671						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	304906000000.0	2017.0	East Asia & Pacific	Lower-Middle Income	1980.0	PHL	0.1423905946720181	0.03722507901882533	0.03722507901882533	0.1423905946720181	270062.0	5.0	0.300000012	43415746659.066345	11350149943.313957	11350149943.313957	43415746659.066345	489414818.4	1439656758.6	1088469903.630492	4625755681.308863	1577884722.0304918	5115170499.708862	-351186854.9695082	3186098922.7088623	1929071577.0	2321964651.731223	3598780005.798076	392893074.7312231	1669708428.7980762	1620209783.5783525	6885532237.778827	-308861793.42164755	4956460660.778827	-105356060.70509471	-0.0024266785397572704	-0.0092823496809535	955829715.0458457	0.02201573826546741	0.08421295928419846	117867927.13408382	0.0027148658310468077	0.01038470220417805	500912548.67592394	0.011537577658389074	0.04413268116964366	-92658541.73283578	-0.0021342150915994035	-0.008163640321546433	1486938257.711176	0.03424882380551353	0.1310060453066603
Qatar	76.0	3680877548.0	1426132163.0	610157406.0	434444579.0	4785654058.0	11129802212.0	4506.0	4404964077.0	QA	42.784071619034094						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	152469000000.0	2016.0	Middle East & North Africa	High Income	1980.0	QAT		0.04361271252968545			28631.0	2.0	0.100000001		6649586666.688611			330372305.775	1095759857.225	215965708.74528053	186014066.32339907	546338014.5202805	516386372.09839904	-879794148.4797195	-909745790.901601	1426132163.0	1504086942.5142767	1493275625.7795348	77954779.51427674	67143462.77953482	321469388.4134457	276885754.1537273	-1104662774.5865543	-1149246408.8462727	-87979415.72776611		-0.013230809693556257	-90974579.99990588		-0.01368123833254884	7795478.029382454		0.0011723252015699314	6714346.345096945		0.0010097389028302691	-110466278.56331821		-0.016612503017173045	-114924642.03387369		-0.01728297528771128
Saudi Arabia	140.0	11366789052.0	753474801.0	315802465.0	263506800.0	1326012721.0	3975197518.0	31851.0	5438219997.0	SA	41.91281043252832						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	644935000000.0	2016.0	Middle East & North Africa	Tax haven	1980.0	SAU	0.03384833614864844	0.005426931445511579		0.03384833614864844	547381.0	4.0	0.20000000300000004	21829976674.028584	3500018031.8110104		21829976674.028584	407866499.775	345608301.225	666916142.0778878	885027563.2368172	1074782641.8528876	1292894063.0118172	321307840.85288763	539419262.0118172	0.0	240729424.64913386	319458718.5021861	-512745376.35086614	-434016082.4978139	992718360.5324028	1317381685.8969243	239243559.53240275	563906884.8969243	64261569.13450106	0.0029437305451156946	0.018360353732592136	107883854.02062126	0.004942005006765404	0.0308237994890555	-102549076.80840938	-0.004697626494966135	-0.02929958528109283	-86803217.80161104	-0.003976331220952791	-0.024800791599549715	47848712.62421124	0.0021918810697190297	0.013670990317570715	112781378.67110553	0.005166353604274945	0.03222308503729313
Singapore	624.0	309187474241.0	29040590156.0	1811693514.0	2002865363.0	161781552841.0	96812446828.0	126190.0	41745919263.0	SG	6.238487249287841						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	309754000000.0	2017.0	East Asia & Pacific	Tax haven	1980.0	SGP	0.14273744880927802	0.04590259136898617	0.04590259136898617	0.14273744880927802	25863.0	5.0	0.17000000199999998	44213495718.4691	14218511286.908941	14218511286.908941	44213495718.4691	3130943944.725	25909646211.275	18140753431.447956	11255631628.299711	21271697376.172955	14386575573.024712	-7768892779.827045	-14654014582.975288	0.0	6548069330.947836	4062822227.5458713	-22492520825.052162	-24977767928.45413	27002883674.671017	16754238609.35337	-2037706481.3289833	-12286351546.64663	-1320711788.1083832	-0.029871236522849478	-0.09288678409844282	-2491182508.413828	-0.05634439141108667	-0.17520698603006862	-3823728585.243909	-0.08648329029651099	-0.26892608572631904	-4246220597.7927375	-0.09603901543616203	-0.29864030854638457	-346410105.90134007	-0.007834940446851747	-0.024363317573217507	-2088679787.5026298	-0.04724077464497192	-0.14689862710350615
Sri Lanka	46.0	732654356.0	66051756.0	12402132.0	19048885.0	163789596.0	-84521163.0	3515.0	102560311.0	LK	18.776384991187825						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	80978000000.0	2017.0	South Asia	Upper-Middle Income	1980.0	LKA	0.12713687492014067	0.013335394956042107	0.013335394956042107	0.12541427118341494	83073.0	5.0	0.254000002	10295289857.283152	1079873612.7503777	1079873612.7503777	10155796851.890575	7692023.324999999	58359732.675	42986547.41851714	82363160.5283702	50678570.743517146	90055183.8533702	-15373185.256482854	24003427.853370205	66051756.0	81568139.80722205	95781485.1148236	15516383.807222053	29729729.114823595	63986357.78300738	122599254.28291969	-2065398.2169926167	56547498.28291969	-3904789.0858930154	-0.00037927917912196205	-0.003615968609463228	6096870.722762887	0.000592200006729272	0.005645911383309477	3941161.518067169	0.00038281209880449264	0.00364965072906009	7551351.254624652	0.0007334763138584809	0.006992810237664557	-524611.151246921	-5.0956423618884096e-05	-0.00048580791775323207	14363064.676956598	0.0013951102762585939	0.013300690476522225
Taiwan	342.0	31413923822.0	2818344176.0	508014233.0	535051001.0	8288453698.0	5339229233.0	82295.0	8625486269.0	TW	18.025273042450443						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	530608000000.0	2016.0											0.17000000199999998					646911470.175	2171432705.825	1843128502.434084	2346681558.6932273	2490039972.609084	2993593028.868227	-328304203.3909159	175248852.868227	2818344176.0	3483638110.2013383	3665400148.732743	665293934.2013383	847055972.7327428	2743534591.1498694	3493083646.7375464	-74809584.85013056	674739470.7375464	-55811715.2330641			29792305.338096295			113099970.14481537			143999517.0586782			-12717629.574141363			114705711.37486182		
Thailand	323.0	46179492645.0	4676128460.0	796209467.0	782048039.0	7580679303.0	6629339279.0	136602.0	17281122577.0	TH	17.02710851104377						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	411847000000.0	2017.0	East Asia & Pacific	Upper-Middle Income	1980.0	THA	0.17301457097359946	0.03998368820724284	0.03998368820724284	0.16308132172884346	684362.0	5.0	0.20000000300000004	71255532011.76402	16467162037.08834	16467162037.08834	67164553110.05899	1296084193.2749999	3380044266.7250004	2709459015.824586	3720290896.038691	4005543209.0995855	5016375089.313691	-670585250.9004145	340246629.31369114	4676128460.0	5654132243.140829	6019001169.813959	978003783.1408291	1342872709.8139591	4033085334.7451167	5537729327.576885	-643043125.2548833	861600867.5768852	-134117052.19183867	-0.0018821984540048967	-0.008144515241288822	68049326.88347813	0.0009550041233604634	0.004132425898901906	195600759.5621772	0.002745060685672577	0.011878231301886344	268574545.99141	0.0037691746648817297	0.0163097044522007	-128608626.98010606	-0.001804893225116518	-0.007810005554718288	172320176.10017967	0.0024183410218834695	0.010464473217186406
United Arab Emirates	356.0	28633908563.0	3300031181.0	1530819563.0	1668956333.0	5702338104.0	5164835041.0	38222.0	11203581506.0	AE	46.38803329537389						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	348743000000.0	2016.0	Middle East & North Africa	Tax haven	1980.0	ARE	0.121849666550416			0.11857566850058007	149832.0	3.0	0.550000012	42494218261.791725			41352434359.8978	840268612.9499999	2459762568.05	1680018494.588577	1501906491.675536	2520287107.538577	2342175104.625536	-779744073.4614229	-957856076.374464	0.0	606417898.871279	542126757.4831407	-2693613282.128721	-2757904423.516859	2500741997.960682	2235618627.31909	-799289183.0393181	-1064412553.6809101	-428859249.7607115	-0.010092178825803138		-526820853.50022817	-0.01239747135138886		-1481487337.4941561	-0.03486326841847615		-1516847466.0291257	-0.03569538464466788		-439609060.2630952	-0.010345149957926524		-585426917.2974513	-0.013776625179709031	
Vietnam	144.0	7037112654.0	591519943.0	104355320.0	100016425.0	2860303547.0	97275433.0	49428.0	2178540324.0	VN	17.641893774661796						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	201309000000.0	2017.0	East Asia & Pacific	Lower-Middle Income	1980.0	VNM	0.18737606723679745	0.03815440175077645	0.03216156377945032	0.18737606723679745	5713.0	5.0	0.22200000000000006	37720488719.37246	7680824462.047057	6474412242.877365	37720488719.37246	163390524.29999998	428129418.70000005	412883884.8951278	1062395503.1004941	576274409.1951277	1225786027.400494	-15245533.804872274	634266084.4004941	591519943.0	740554122.5417142	975001226.5904346	149034179.5417142	383481283.59043455	614586133.762334	1581397503.4236734	23066190.76233399	989877560.4236734	-3384508.504681646	-8.97259982462378e-05	-0.0004406439076176495	140807070.73690972	0.003732906850292057	0.01833228599776937	33085587.85826056	0.0008771251110876644	0.004307556828273451	85132844.95707649	0.0022569390760134567	0.011083815985867133	5120694.349238147	0.0001357536586372028	0.0006666855068151634	219752818.41405556	0.005825821082248998	0.028610576833243768
Asia & Oceania, other countries	74.0	1356756223.0	200092948.0	26833499.0	22072237.0	1029861227.0	628445235.0	7509.0	636350428.0	Asia_other	13.410517096284671													Upper-Middle Income														47726282.1	152366665.9	79604066.00702406	169836735.7416939	127330348.10702407	217563017.8416939	-72762599.89297593	17470069.841693908	200092948.0	228826756.94619966	261397056.71747968	28733808.946199656	61304108.717479676	118492285.47983922	252805465.67424187	-81600662.52016078	52712517.67424187																		
Albania	13.0	23890890.0	2550835.0	1582888.0	878257.0	2078530.0	4881319.0	347.0	15881193.0	AL	62.05371966434521						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	11865000000.0	2016.0	Europe & Central Asia	Upper-Middle Income	1980.0	ALB	0.2527446181618904	0.022756996873085973	0.022756996873085973	0.19785215821540247	18489.0	5.0	0.14000000499999998	2998814894.49083	270011767.8991651	270011767.8991651	2347515857.2257504	1191089.4749999999	1359745.5250000001	1401734.484269656	6709928.615173729	2592823.959269656	7901018.090173729	41988.95926965587	5350183.090173729	2550835.0	3056803.7637155373	4972844.534714315	505968.76371553726	2422009.534714315	2086510.5390767285	9987866.410597071	-464324.4609232715	7437031.410597071	5878.454507696617	1.9602592072275012e-06	2.177110484270413e-05	749025.6593752374	0.00024977388926248305	0.0027740482024285634	70835.62945001903	2.362120769112901e-05	0.00026234274898889715	339081.34697005176	0.00011307178298766738	0.0012558021067314387	-65005.42685088031	-2.1677038809665377e-05	-0.00024075034712989378	1041184.4346687469	0.00034719863389418373	0.0038560705808110313
Austria	295.0	17017683903.0	685153617.0	254785530.0	516762142.0	8829755974.0	18361786882.0	26312.0	3612645597.0	AT	37.186628469626825						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	390961000000.0	2016.0	Europe & Central Asia	High Income	1980.0	AUT	0.4175032157426757	0.024656730621061426	0.024656730621061426	0.27209320652394303	75980.0	5.0	0.25	163227474729.97223	9639820060.340796	9639820060.340796	106377832115.8073	270948419.775	414205197.225	998467381.0492506	954883324.0906184	1269415800.8242507	1225831743.8656182	584262183.8242507	540678126.8656182	685153617.0	1045559465.6604187	1029827405.370444	360405848.66041875	344673788.37044406	1486239182.1437333	1421363419.1512232	801085565.1437333	736209802.1512232	146065545.95606267	0.0008948588232324209	0.015152310420916595	135169531.71640456	0.0008281052680623527	0.014021997388987148	90101462.16510469	0.0005519993635517541	0.00934679917271395	86168447.09261101	0.0005279040629352367	0.00893880244166764	200271391.28593332	0.0012269465763483933	0.02077542838272161	184052450.5378058	0.0011275825399019643	0.01909293424417914
Belarus	23.0	158757553.0	12202232.0	2255706.0	2639512.0	32647246.0	16651463.0	1056.0	41582755.0	BY	18.486011411682714						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	47703000000.0	2016.0	Europe & Central Asia	Upper-Middle Income	1990.0	BLR	0.3457205605117827	0.030108078573590043	0.030108078573590043	0.2416603973786738	4.0	5.0	0.180000007	16491907898.093569	1436245672.1959658	1436245672.1959658	11527925936.154877	3118706.625	9083525.375	9314677.547733365	22944280.58922426	12433384.172733365	26062987.21422426	231152.17273336463	13860755.21422426	12202232.0	15564449.264485078	20484177.98502788	3362217.264485078	8281945.9850278795	13865088.638076367	34153032.402490616	1662856.6380763669	21950800.402490616	41607.39271007084	2.522897469908898e-06	2.896955132087862e-05	2494936.035585653	0.00015128243809038385	0.0017371234489229057	605199.1311428349	3.669673241461618e-05	0.0004213757735593439	1490750.33527864	9.039283656507491e-05	0.0010379494010932953	299314.2064937425	1.814915583710861e-05	0.00020840042361005152	3951144.2261039135	0.00023958078413478513	0.0027510225462074062
Belgium	446.0	125705180949.0	6445817668.0	1138015428.0	1096578372.0	75773838241.0	47695827029.0	90847.0	36494154580.0	BE	17.655098028131192						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	468148000000.0	2016.0	Europe & Central Asia	High Income	1980.0	BEL	0.444100826096166	0.04124855085832462	0.04124855085832462	0.3088624835725983	89853.0	5.0	0.33990001700000005	207904913535.26794	19310426587.222954	19310426587.222954	144593353959.54477	2737061593.5	3708756074.5	7375417449.39474	5260922553.390352	10112479042.894741	7997984146.890352	3666661374.894741	1552166478.8903522	6445817668.0	9108041427.65916	8344795334.750499	2662223759.6591606	1898977666.7504988	10978460194.100584	7830991158.5251045	4532642526.100584	1385173490.5251045	1246298263.659966	0.00599455896672952	0.06454017253480038	527581412.56166095	0.0025376091579103767	0.027321064616498088	904889901.1659528	0.0043524219114352575	0.046860171476723736	645462541.211115	0.003104604553281142	0.03342559721794004	1540645271.6765118	0.0074103360304429	0.07978307805462484	470820492.9774324	0.0022645953141341452	0.02438167229764661
Bosnia-Herzegovina	19.0	93655683.0	12453334.0	1064826.0	1663089.0	30185742.0	26732633.0	465.0	12356625.0	BA	8.550529520849597						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	16917000000.000004	2016.0	Europe & Central Asia	Upper-Middle Income	1990.0	BIH	0.3769524893051062	0.017732880981287658	0.017732880981287658	0.2268023898769426	1.0	5.0	0.100000001	6376905261.574483	299987147.5604434	299987147.5604434	3836816029.5482388	926746.875	11526587.125	5494998.32400247	10799987.74546835	6421745.19900247	11726734.62046835	-6031588.80099753	-726599.3795316499	12453334.0	14436803.43719737	16351687.439285412	1983469.4371973705	3898353.4392854124	8179417.745589603	16076003.341360502	-4273916.254410397	3622669.341360502	-603158.8861313418	-9.458489053707841e-05	-0.002010615758162817	-72659.93867976437	-1.1394232107789594e-05	-0.00024221017223787682	198346.9457032065	3.110395051630951e-05	0.0006611848118034531	389835.3478268947	6.113237249672467e-05	0.0012995068321996965	-427391.629714956	-6.702179383004214e-05	-0.0014246998019434892	362266.93775871955	5.6809208056083685e-05	0.0012076081949001752
Bulgaria	99.0	2484572936.0	207567448.0	17729164.0	15055955.0	1320292707.0	361557606.0	14648.0	1499879354.0	BG	8.541399034785071						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	53236000000.0	2016.0	Europe & Central Asia	Upper-Middle Income	1980.0	BGR	0.29370559068911256	0.022710360935443333	0.022710360935443333	0.2100128757063824	25.0	5.0	0.100000001	15635710825.925596	1209008774.7592614	1209008774.7592614	11180245451.104975	112490951.55	95076496.45	145775714.63743314	326549906.2878054	258266666.18743312	439040857.8378054	50699218.18743312	231473409.8378054	207567448.0	260186513.12436342	325438595.66028744	52619065.12436342	117871147.66028744	216990142.1030698	486076235.3000304	9422694.103069812	278508787.3000304	5069921.869442531	0.00032425272671556996	0.004193453327459974	23147341.21525395	0.0014804150238486955	0.019145718127532255	5261906.565055408	0.0003365313303396883	0.004352248449233267	11787114.883899892	0.0007538585878907186	0.009749403916648124	942269.4197296754	6.0263932367391764e-05	0.0007793735160584759	27850879.00851183	0.0017812352325122466	0.023036126445035533
Croatia	77.0	709007366.0	77213871.0	16272910.0	17654779.0	923637763.0	135633094.0	3814.0	225501342.0	HR	21.075112268364318						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	51350000000.0	2016.0	Europe & Central Asia	High Income	1990.0	HRV	0.35163044796105786	0.017063612702031855	0.017063612702031855	0.2258602312037616	334.0	5.0	0.20000000300000004	18056223502.80032	876216512.2493358	876216512.2493358	11597922872.313158	16912600.65	60301270.35	41599123.11861957	86847285.12348953	58511723.76861957	103759885.77348953	-18702147.231380433	26546014.773489535	77213871.0	92229451.43422534	108562185.51969154	15015580.434225336	31348314.51969154	61921148.24696909	129273965.74307506	-15292722.753030911	52060094.74307506	-3740429.502382529	-0.00020715458588571579	-0.004268841604891091	5309203.034335952	0.00029403729043964003	0.006059236455960747	3003116.131891809	0.00016632027906755026	0.0034273676538947072	6269662.997983253	0.0003472300283063564	0.007155381016375049	-3058544.596484351	-0.00016939004969726947	-0.003490626521785991	10412019.104795298	0.0005766443411148798	0.01188292957190067
Cyprus	94.0	1031617602.0	1523091385.0	15558350.0	7005999.0	83967346511.0	34046566907.0	1542.0	213194338.0	CY	1.0214981289517306						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	20055000000.0	2016.0	Europe & Central Asia	Tax haven	1980.0	CYP	0.2452643900452949	0.05651687108758716	0.05651687108758716	0.2452643900452949	1395.0	5.0	0.125	4918777342.358389	1133445849.6615605	1133445849.6615605	4918777342.358389	15989575.35	1507101809.65	60527421.42728752	56966801.887205675	76516996.77728751	72956377.23720567	-1446574388.2227125	-1450135007.7627943	0.0	21847921.224832032	20562683.337790065	-1501243463.775168	-1502528701.66221	90096308.6293588	84796253.39108437	-1432995076.3706412	-1438295131.6089156	-180821798.52783906	-0.036761533597115634	-0.15953280748421397	-181266875.97034928	-0.03685201897824428	-0.15992548389009884	-187655432.971896	-0.03815082893789242	-0.16556188637324726	-187816087.70777625	-0.038183490456131265	-0.16570362648013304	-179124384.54633015	-0.03641644499818852	-0.15803523794261148	-179786891.45111445	-0.036551134344477695	-0.15861974482927227
Czech Republic	289.0	13940665283.0	942546574.0	156186816.0	154452276.0	5271135783.0	2097058627.0	77576.0	3811102679.0	CZ	16.570726615361927						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	195305000000.0	2017.0	Europe & Central Asia	High Income	1990.0	CZE	0.3487825695871233	0.0370338682099432	0.0370338682099432	0.1987642428481139	723790.37	5.0	0.189999998	68118979753.21311	7232899630.742956	7232899630.742956	38819650449.45088	285832700.925	656713873.075	817931490.2392461	1752363281.3584294	1103764191.164246	2038195982.2834294	161217617.16424608	1095649408.2834294	942546574.0	1237786356.9721546	1575077979.1978915	295239782.9721546	632531405.1978915	1217507804.6368537	2608428697.3581104	274961230.6368537	1665882123.3581104	30631346.938771524	0.00044967418845298646	0.004235002350727367	208173385.38255277	0.003056026178559044	0.028781456402039055	56095558.174229816	0.0008234938100578912	0.007755611309162842	120180965.72253658	0.001764280177975915	0.016615876323198987	52242633.27107974	0.0007669321158412609	0.007222916940396342	316517600.10627675	0.004646540527368173	0.04376081741283121
Denmark	311.0	15740377235.0	980305398.0	513048727.0	424186377.0	62868810124.0	9953498438.0	29025.0	4820869344.0	DK	52.33560154281636						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	306900000000.0	2017.0	Europe & Central Asia	High Income	1980.0	DNK	0.4538170949510346	0.030005845083032227	0.030005845083032227	0.4533334993824808	400867.0	5.0	0.2310000004	139276466440.47253	9208793855.98259	9208793855.98259	139128050960.48337	361565200.8	618740197.2	923524806.5564973	964393545.5043414	1285090007.3564973	1325958746.3043413	304784609.3564973	345653348.3043413	980305398.0	1313660045.31574	1328411986.9652512	333354647.3157401	348106588.9652512	1374685622.4222252	1435519578.8457785	394380224.42222524	455214180.84577847	70405244.88326472	0.0005055071160450232	0.007645436089062327	79845923.59656417	0.0005732908483192365	0.008670616895685143	77004923.66327782	0.000552892571382044	0.00836210744507553	80412622.19021566	0.0005773597237591063	0.008732155746756646	91101831.99928612	0.0006541078642185649	0.00989291686012722	105154475.9574605	0.0007550053404205516	0.011418919524313793
